,N,P,K,temperature,humidity,ph,rainfall,soil_moisture,label
550,3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,16.42641149,mothbeans
551,22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,26.03319189,mothbeans
552,12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,19.10396294,mothbeans
553,39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,23.74811195,mothbeans
554,32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,25.25617477,mothbeans
555,30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,15.57349307,mothbeans
556,19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,12.47276094,mothbeans
557,4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,15.32162746,mothbeans
558,21,39,20,27.06179658,52.3003173,7.388007483,60.74583498,19.13251841,mothbeans
559,35,57,25,27.0956288,42.26206161,8.340398059,71.1271039,23.56947337,mothbeans
560,22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,22.1259895,mothbeans
561,35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,27.58410011,mothbeans
562,17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,13.35174553,mothbeans
563,28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,11.73778744,mothbeans
564,22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,16.49963048,mothbeans
565,11,41,19,26.85911286,41.81420849,5.131779302,44.13827124,29.1720888,mothbeans
566,38,38,18,26.31051759,61.18749126,6.294130313,35.73403813,23.30698594,mothbeans
567,23,37,24,28.77833449,44.2252605,7.991902443,33.95825723,23.60953809,mothbeans
568,25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,16.33277228,mothbeans
569,40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,26.64982268,mothbeans
570,23,58,19,24.17093241,58.25204566,5.243634849,59.18953429,29.47173475,mothbeans
571,2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,21.90536637,mothbeans
572,3,56,17,28.19912143,53.50567601,8.709291688,52.13580529,19.47215996,mothbeans
573,26,51,25,28.76488954,52.62741529,7.792508068,55.21606732,10.12783375,mothbeans
574,39,42,20,29.3499706,61.25353851,8.055908858,40.82840673,23.75561075,mothbeans
575,27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,19.80094187,mothbeans
576,24,45,19,26.85851927,48.8246387,5.952384957,34.7426459,17.93170256,mothbeans
577,7,40,17,31.2123945,40.92604945,8.532078733,53.78769958,17.6949517,mothbeans
578,15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,17.04252766,mothbeans
579,26,52,23,29.98835437,49.60384796,4.931890506,52.92929636,29.20692204,mothbeans
580,20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,26.74203319,mothbeans
581,34,54,24,31.2119298,41.55934359,5.026003659,68.80141783,16.99798685,mothbeans
582,19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,15.86987575,mothbeans
583,29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,19.3205337,mothbeans
584,20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,13.71679017,mothbeans
585,11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,19.41220597,mothbeans
586,15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,17.70359435,mothbeans
587,35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,13.85272937,mothbeans
588,9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,26.94024649,mothbeans
589,40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,19.39389437,mothbeans
590,35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,22.96719134,mothbeans
591,14,58,17,30.53684308,59.96664731,4.605700542,33.48919022,15.96868205,mothbeans
592,40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,17.32033549,mothbeans
593,18,36,23,24.01825377,53.76623369,7.214078621,35.03404425,29.81979591,mothbeans
594,35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,19.30385654,mothbeans
595,4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,21.83024655,mothbeans
596,22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,21.69539747,mothbeans
597,33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,20.20665625,mothbeans
598,2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,26.22282844,mothbeans
599,16,51,21,31.01963639,49.9767522,3.532008668,32.81296548,16.28911809,mothbeans
600,19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,18.50034532,mungbean
601,8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,25.99438132,mungbean
602,36,55,20,27.01470397,84.34262707,6.635968698,55.296354,20.3372897,mungbean
603,10,56,16,28.17432665,81.04554836,6.828187499,36.35720652,16.40039078,mungbean
604,22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,14.82413869,mungbean
605,9,57,24,29.89232778,89.71503316,7.165121109,42.99498978,14.93337815,mungbean
606,34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,23.46782687,mungbean
607,31,51,25,27.53592929,85.5701901,7.196774236,53.01899249,22.26648866,mungbean
608,0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,15.22168611,mungbean
609,21,39,20,28.14448546,82.1193047,7.064782138,46.75690086,27.03941475,mungbean
610,28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,25.76926696,mungbean
611,17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,29.02014458,mungbean
612,24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,10.32759641,mungbean
613,28,46,16,29.008124,84.96089355,6.664187809,45.91011391,16.48240902,mungbean
614,21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,25.53461711,mungbean
615,34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,27.26825166,mungbean
616,19,53,22,27.8640132,80.4513142,6.852884643,42.83053902,19.95737601,mungbean
617,31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,22.27699048,mungbean
618,19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,21.75351819,mungbean
619,24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,26.87198588,mungbean
620,13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,29.17240596,mungbean
621,31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,25.25480284,mungbean
622,28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,13.89557304,mungbean
623,31,37,21,27.23924995,86.404241,6.713410626,37.31236904,24.3877963,mungbean
624,33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,23.06373633,mungbean
625,34,45,21,28.18837136,82.60629652,6.287380117,37.01110438,10.77252582,mungbean
626,13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,12.35207772,mungbean
627,33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,24.22621946,mungbean
628,32,57,22,28.6899851,87.50436797,6.769415888,44.56598352,13.94508202,mungbean
629,23,59,25,27.8262623,88.73100226,6.320768488,56.68833819,23.67937136,mungbean
630,35,41,18,28.70562673,81.59200689,6.705008504,59.87065439,10.80616463,mungbean
631,6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,23.88330696,mungbean
632,29,36,25,28.28511547,88.4393979,7.130278657,48.56690235,25.72046934,mungbean
633,4,36,22,27.60887393,86.13316408,7.012740397,43.80041104,16.45921435,mungbean
634,10,59,22,28.60901145,86.99495766,7.155685016,36.94616965,23.56871099,mungbean
635,14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,19.57807919,mungbean
636,8,50,21,28.62911222,89.1148059,6.218923893,50.49913241,27.90197104,mungbean
637,20,40,15,29.57329479,88.07505524,7.199495368,45.04467075,24.79759331,mungbean
638,36,43,22,27.82684262,87.16679147,6.389882166,58.37249772,21.60431481,mungbean
639,14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,22.58016033,mungbean
640,11,60,23,27.33684386,88.50229102,7.033012777,51.09802625,16.99342995,mungbean
641,10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,18.34078536,mungbean
642,7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,15.5042781,mungbean
643,2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,28.46600545,mungbean
644,20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,26.97246172,mungbean
645,2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,23.26303205,mungbean
646,27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,27.77957705,mungbean
647,35,48,15,27.10818093,87.4512669,6.981758362,55.03723979,10.89851851,mungbean
648,4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,23.2938659,mungbean
649,1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,20.34366154,mungbean
650,36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,22.68540602,mungbean
651,11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,21.88468062,mungbean
652,34,47,19,27.31372793,85.44815232,6.568795404,53.15223123,23.20053728,mungbean
653,21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,19.12486535,mungbean
654,17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,20.51109414,mungbean
655,25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,22.22238671,mungbean
656,2,38,18,27.53632932,89.92908171,6.619891498,45.48591922,22.57522849,mungbean
657,9,48,20,29.66461594,84.28187572,6.377568542,56.09542002,24.93689341,mungbean
658,37,49,25,29.9145443,85.85384444,6.415459592,41.39081525,19.16214328,mungbean
659,36,38,15,28.36363858,87.59810657,6.320662012,57.99524359,10.41988947,mungbean
660,40,58,15,29.46416042,87.60890009,6.978400282,43.15411472,13.53238605,mungbean
661,30,44,16,29.73013036,82.89166381,6.442335593,50.91511275,14.70116686,mungbean
662,1,59,23,27.46852989,87.17649,7.184398832,43.78420984,26.90593273,mungbean
663,9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,25.49440692,mungbean
664,14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,24.73208691,mungbean
665,35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,22.48443392,mungbean
666,31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,11.40253936,mungbean
667,4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,22.08148011,mungbean
668,30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,26.23302147,mungbean
669,9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,18.8711517,mungbean
670,20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,28.66508856,mungbean
671,37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,17.12070476,mungbean
672,34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,24.94473911,mungbean
673,14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,24.40491882,mungbean
674,23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,23.55006874,mungbean
675,5,45,21,28.36291385,88.00989267,6.487124217,43.05130077,27.36135221,mungbean
676,22,37,20,27.62749466,86.49366929,6.605733068,39.26137642,23.95993125,mungbean
677,40,51,17,28.66086349,86.12194568,6.860602782,50.01534317,29.66750757,mungbean
678,27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,15.13176546,mungbean
679,31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,29.60982809,mungbean
680,38,36,21,28.02952623,84.8845732,6.556372966,36.12042927,10.50661296,mungbean
681,6,37,17,28.08657178,80.35005927,6.760694228,38.14476781,29.35473729,mungbean
682,6,47,18,29.16174608,80.28038146,6.715276663,40.16545979,27.60914463,mungbean
683,24,44,17,29.8596912,80.03499648,6.666380512,50.66487502,29.14611108,mungbean
684,25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,14.23913697,mungbean
685,32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,23.44052957,mungbean
686,8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,11.66135808,mungbean
687,19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,22.98077834,mungbean
688,39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,29.03339864,mungbean
689,33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,15.31446341,mungbean
690,26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,20.2873195,mungbean
691,21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,17.71577681,mungbean
692,22,54,20,28.56149805,83.63802195,6.689825155,41.013132,25.66663034,mungbean
693,29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,14.2575018,mungbean
694,4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,11.92492705,mungbean
695,10,37,22,28.7275267,89.12760359,7.069747814,58.52974279,17.84930634,mungbean
696,4,44,19,27.95639663,83.52706038,6.921993878,43.25726752,28.69797587,mungbean
697,20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,12.36468404,mungbean
698,23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,26.96349885,mungbean
699,25,48,21,28.438097,83.48991368,6.267684328,52.55469976,18.61292224,mungbean
700,56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,18.92257803,blackgram
701,25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,26.46727744,blackgram
702,42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,17.8478751,blackgram
703,42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,20.57813457,blackgram
704,44,58,18,28.03644051,65.06601664,6.814410928,72.49507741,26.77931904,blackgram
705,50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,23.2927229,blackgram
706,35,72,21,34.03619494,64.28791388,7.741418772,66.85510868,16.53271795,blackgram
707,30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,15.64907935,blackgram
708,27,64,21,32.84213012,68.68401492,7.543804223,73.67166182,11.10711732,blackgram
709,50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,15.3690511,blackgram
710,39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,27.24438638,blackgram
711,57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,24.55880859,blackgram
712,52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,27.22840461,blackgram
713,55,66,22,30.91219459,68.79427388,7.747775263,66.63830637,29.868739,blackgram
714,51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,14.43146148,blackgram
715,36,66,15,30.08545364,69.34811988,6.668238556,67.1367443,19.1380517,blackgram
716,59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,18.4368541,blackgram
717,50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,25.60288675,blackgram
718,30,65,25,32.88733849,64.59457409,7.70650895,71.50569456,10.08292062,blackgram
719,20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,13.6466353,blackgram
720,58,71,15,27.82592799,67.5861883,6.919243702,74.01229707,16.51250343,blackgram
721,25,71,24,28.49538735,60.44848407,7.187721818,74.91559514,13.61089452,blackgram
722,52,71,16,27.74274761,68.53997144,7.075886472,71.78615328,18.31880843,blackgram
723,40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,17.61211365,blackgram
724,20,60,25,27.3254209,69.09047809,6.726469088,61.19250859,18.27169063,blackgram
725,48,61,21,30.28496619,61.69295127,6.628264883,65.62859526,16.04396541,blackgram
726,49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,25.99989977,blackgram
727,48,62,15,25.36586097,66.6379724,7.538631462,65.81655892,26.83501884,blackgram
728,32,66,17,34.9466155,65.26774011,7.162357641,70.1415139,22.10601269,blackgram
729,21,63,22,25.09737391,67.72837887,6.859409487,74.61649888,28.13870379,blackgram
730,20,72,19,32.47648301,64.34848735,7.397190844,65.820457,27.0190002,blackgram
731,25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,27.00848099,blackgram
732,41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,21.52321626,blackgram
733,53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,29.87428878,blackgram
734,39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,28.89226449,blackgram
735,25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,20.25607208,blackgram
736,21,78,19,27.16159076,66.76017239,6.92009048,69.85112265,24.23188159,blackgram
737,57,60,17,26.23773129,67.88521396,7.504608385,73.58663968,22.36151771,blackgram
738,56,75,15,30.20157245,60.06534859,7.152272256,66.37171179,26.45179493,blackgram
739,49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,10.99265901,blackgram
740,24,80,19,29.67892453,69.0854554,6.808041722,65.66436565,27.82120005,blackgram
741,49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,14.8553706,blackgram
742,28,68,19,34.63880966,61.38597868,7.69950698,72.43169115,24.90993946,blackgram
743,55,78,21,33.39438752,62.93692886,6.602888249,63.57445989,28.73696188,blackgram
744,50,64,25,28.84079155,63.37230676,6.734447425,70.25496749,29.88728024,blackgram
745,34,80,19,31.49338309,63.0563645,6.521217963,71.48327008,27.53323428,blackgram
746,20,68,23,25.54960633,63.95425534,7.707332484,63.1830529,17.81442569,blackgram
747,55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,25.06094808,blackgram
748,23,70,15,34.6008247,63.11296779,7.403623355,60.41790253,29.62083612,blackgram
749,53,74,15,29.43463808,64.94329356,7.517097,72.17818157,14.84122876,blackgram
750,26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,18.16695379,blackgram
751,33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,12.1086268,blackgram
752,37,79,19,27.54384835,69.3478631,7.143942758,69.40878198,12.9204003,blackgram
753,33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,12.64483859,blackgram
754,22,55,20,33.95309131,69.96100028,7.423530351,61.16350463,10.7962575,blackgram
755,20,68,17,30.11873003,60.11680815,6.578714843,71.72980375,10.81831961,blackgram
756,43,68,20,29.57812712,66.17587668,7.497469256,69.43895491,10.09230248,blackgram
757,44,76,22,27.26458947,68.01232937,7.775306272,68.91754359,17.97747691,blackgram
758,34,60,16,31.35730791,64.24992106,7.322555223,63.85668948,22.99964165,blackgram
759,21,72,17,31.52104732,66.55723677,7.580527339,61.71111448,27.78273883,blackgram
760,25,68,19,29.39982732,64.25510719,7.108450121,67.47677295,18.26070172,blackgram
761,41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,26.27093441,blackgram
762,28,65,23,28.38686534,61.88871127,7.405176138,74.24459122,22.94600596,blackgram
763,35,64,15,28.47442276,63.53604453,6.500144962,69.5274407,20.11329308,blackgram
764,52,58,16,30.64095781,61.14508627,7.167435834,71.36947525,29.20907157,blackgram
765,58,75,25,25.25596239,61.36669662,7.261791753,68.64685069,23.69962341,blackgram
766,34,66,19,32.97030511,60.18122078,7.586642101,73.44678678,29.78450265,blackgram
767,52,70,16,33.66855394,66.60416867,7.534811833,67.32520551,17.29969335,blackgram
768,23,57,19,32.83963757,67.99803573,7.251000789,73.40452716,25.14501056,blackgram
769,42,58,25,27.45853567,62.90020977,6.513620918,69.46020927,11.11458232,blackgram
770,37,62,17,25.68576704,69.84354028,7.121254928,74.62068748,20.95107512,blackgram
771,44,75,22,30.0328403,64.14800537,7.574561547,71.21006868,22.07938122,blackgram
772,21,80,20,28.20667264,68.27085245,7.350869792,64.32887142,21.49072897,blackgram
773,56,76,16,28.27265858,61.18956161,7.513151076,63.29900785,23.69212809,blackgram
774,29,76,15,28.5417236,64.2020154,7.025607706,69.68862306,15.50979922,blackgram
775,43,61,20,26.87187036,61.61367264,6.804253866,63.51822045,16.69412097,blackgram
776,55,60,15,32.79766751,68.77994074,7.163043872,64.11411069,23.34752239,blackgram
777,44,63,15,26.42333018,64.51136845,7.338929556,63.46546487,26.68968884,blackgram
778,29,67,21,29.79181107,63.38789228,6.621323612,63.02169909,18.99560169,blackgram
779,47,63,16,27.44003279,67.10464369,6.661870999,72.50669768,25.80879327,blackgram
780,40,68,17,34.1262979,65.14877461,7.733149554,70.40795007,20.17573526,blackgram
781,58,61,15,30.94908189,64.23364112,7.402891666,62.78730907,18.00302441,blackgram
782,41,74,18,28.75751783,61.02701476,6.599147298,73.37686831,26.56135994,blackgram
783,58,79,17,27.24766491,66.10123083,7.04174124,62.31842057,13.2830228,blackgram
784,27,62,24,28.63005477,66.770943,7.353876754,62.2737345,22.5813434,blackgram
785,27,60,17,26.41768321,63.64698302,7.026795359,64.42177127,21.53987789,blackgram
786,52,65,20,32.81705216,66.15665137,6.814301033,68.83924882,11.2595411,blackgram
787,44,55,25,29.6321052,65.91359954,7.42160832,71.16331975,14.5895392,blackgram
788,21,62,24,33.49077065,62.73317204,6.847382891,65.45328463,25.62278487,blackgram
789,60,59,22,31.86847286,66.74217464,7.191522601,74.22238583,10.43704648,blackgram
790,33,77,21,30.32992227,65.62971858,7.01285529,71.64631281,27.96460645,blackgram
791,59,58,17,28.546224,66.31394098,7.368318809,62.83469851,27.28000966,blackgram
792,29,63,17,30.02629908,67.88811637,7.26154329,66.47264636,22.49971119,blackgram
793,59,63,18,31.65531175,60.13263713,6.52669158,66.69096751,13.42515034,blackgram
794,29,70,15,30.33499674,63.54718862,6.872594461,74.16699119,12.64180259,blackgram
795,58,73,16,33.36984395,65.67718163,6.874142175,64.89517488,27.92743383,blackgram
796,55,77,22,31.4345059,62.99303471,7.76061831,64.77651469,21.92586777,blackgram
797,42,79,23,27.71678273,63.29103387,6.781841984,68.56507978,22.86476639,blackgram
798,44,77,21,32.63918668,61.3009051,7.326980454,61.83876146,28.13724494,blackgram
799,38,62,25,32.7477393,67.77954584,7.453975408,63.37784443,17.49877037,blackgram
800,32,76,15,28.05153602,63.49802189,7.604110177,43.35795377,19.27678302,lentil
801,13,61,22,19.44084326,63.27771461,7.728832424,46.83130119,18.43822742,lentil
802,38,60,20,29.84823072,60.63872613,7.491217102,46.80452595,25.040348,lentil
803,11,74,17,21.36383757,69.92375891,6.633864582,46.6352865,23.18270054,lentil
804,37,71,16,26.28663931,68.51966729,7.324863481,46.13833007,14.45817986,lentil
805,29,71,18,22.17499963,62.13873825,6.410441476,53.46622584,16.83769168,lentil
806,2,72,18,26.57597546,60.97876599,7.836719564,50.89110726,17.89433799,lentil
807,6,59,21,26.58972517,66.14007674,6.139215944,50.90994463,10.23671923,lentil
808,13,64,20,19.1345771,62.57526895,6.590571088,36.46946971,26.2875189,lentil
809,8,58,17,28.75273118,69.15640149,7.286049978,35.15426171,20.95728027,lentil
810,6,77,20,25.78746268,60.2816298,6.058306161,49.14337177,20.74819264,lentil
811,2,75,22,23.89271875,61.78779413,6.658605362,52.55730112,28.72654818,lentil
812,3,69,23,28.67408774,63.18832976,7.299360767,42.96018627,12.73084706,lentil
813,27,80,24,28.42062847,61.77336343,7.815210661,49.02366803,13.46286614,lentil
814,39,78,15,21.35499456,62.60136323,5.925391795,41.78219834,13.6633893,lentil
815,40,79,17,21.12695586,63.18738532,6.403683619,38.71834464,18.49230232,lentil
816,37,62,22,24.02037872,61.62313345,7.397546271,49.78102578,16.88403714,lentil
817,31,60,24,25.40474421,65.8567539,7.722335992,51.92057267,22.00201918,lentil
818,22,67,22,29.03017561,64.49166566,7.475926645,54.9393771,28.95694615,lentil
819,3,78,18,20.21368219,68.65257685,6.887130053,50.89732989,27.85663559,lentil
820,4,80,16,29.19585548,68.01965728,7.441976825,44.93261911,12.82528507,lentil
821,13,61,24,18.29783597,69.6897615,7.629910253,49.39111479,15.16726379,lentil
822,12,66,20,27.41434987,63.41785982,7.336117221,44.43177543,26.18821308,lentil
823,4,61,21,24.84063998,60.09116626,6.75020529,48.77790371,22.39983662,lentil
824,9,60,21,29.94413861,67.31323084,7.52178027,40.37113729,22.94051786,lentil
825,18,66,22,25.87990287,67.55109024,6.347379185,47.89645224,20.91114093,lentil
826,32,56,18,20.0467711,65.84395319,7.135251532,46.05333124,20.3592438,lentil
827,6,72,15,22.99451999,66.70897237,7.670178119,54.49044154,24.86487906,lentil
828,15,77,20,25.13163619,66.92642362,7.399749291,49.04015558,21.47557123,lentil
829,0,65,24,28.49584395,62.44616219,7.841496029,53.14531023,20.54520221,lentil
830,30,79,22,18.28766124,69.48515056,6.254216611,48.60449438,16.2096833,lentil
831,3,63,16,24.38041875,61.18458224,6.868881708,53.13946695,29.04553646,lentil
832,2,78,23,21.31852148,66.43934593,7.320514721,45.42616802,21.19932315,lentil
833,10,78,18,18.54141834,62.70637578,6.296976913,44.07819743,11.61959656,lentil
834,14,67,25,25.28710601,60.85993533,7.241151936,49.37369982,10.93688406,lentil
835,39,65,23,25.43459777,69.12613376,7.685959305,41.02682925,10.66855932,lentil
836,19,72,15,28.83600962,69.76112921,6.890760124,44.08562546,10.33275298,lentil
837,18,57,21,27.37659643,63.93927841,6.155915975,49.47371773,26.33167081,lentil
838,31,58,15,28.31886863,60.19461399,6.167855382,45.36521251,27.59582007,lentil
839,28,58,25,27.4818649,62.04814951,6.861640036,37.81123974,17.66982089,lentil
840,5,65,19,18.28072173,68.10365387,6.978361689,48.80253285,19.90072248,lentil
841,16,65,19,27.61204997,69.29786244,7.043160241,42.72374404,29.11918102,lentil
842,34,65,19,23.43974653,63.22011726,5.94239222,45.40277297,10.78504029,lentil
843,14,69,19,20.95628486,63.68128841,7.239455147,52.39881209,14.9594223,lentil
844,22,55,16,23.7937153,68.03209183,6.516317561,49.73922097,27.07373586,lentil
845,24,61,17,22.6371424,65.44544859,6.233269045,38.30411077,18.08105521,lentil
846,2,79,15,21.53577883,65.47227704,7.505283615,35.75107592,19.22767245,lentil
847,26,63,17,29.87854588,65.73085206,6.950300686,44.95654782,24.73694254,lentil
848,27,61,15,25.2653291,67.10004577,6.958054839,48.33941188,28.64486523,lentil
849,24,70,16,25.17885316,68.93307305,6.54803469,35.03484812,14.34595223,lentil
850,13,74,25,24.12192608,61.09533545,6.461618577,44.23629285,26.96244101,lentil
851,6,64,23,23.33565221,67.40460704,7.065264073,36.18678721,22.0381139,lentil
852,12,58,23,21.74600081,63.39503184,6.765091462,50.43306085,24.89054517,lentil
853,32,79,22,27.60195453,63.46170674,5.91645379,54.37814199,15.70884588,lentil
854,6,68,18,24.388717,62.50453062,6.711341147,47.26052494,28.34823894,lentil
855,10,79,20,24.98287462,66.895409,6.379881442,38.21370568,23.20239972,lentil
856,38,77,22,28.234829,69.3159965,6.313284268,35.36831423,27.96234013,lentil
857,17,74,17,26.03026959,69.55863145,7.393210848,37.11395801,27.88072685,lentil
858,26,68,24,28.04849594,64.07691942,7.504930973,37.15824966,14.64144366,lentil
859,23,75,17,24.87425505,64.00213929,7.198076286,48.28137482,27.01771623,lentil
860,32,78,22,23.97081395,62.35557553,7.007037515,53.40906048,22.61811251,lentil
861,19,79,19,20.06003985,67.76252583,6.677262562,42.89509057,18.32914986,lentil
862,22,60,18,19.59221047,61.28633405,6.74398035,41.7704893,11.90828852,lentil
863,28,69,16,29.77013109,66.29327012,6.547361618,35.69674138,27.0938743,lentil
864,1,67,21,27.52135365,60.53657684,6.551577598,48.06491307,20.10713786,lentil
865,12,67,23,25.62896213,63.14909763,6.585020303,45.49683991,14.617377,lentil
866,36,67,20,20.39078312,60.47528931,6.924042372,53.31508572,20.09578929,lentil
867,28,70,21,25.39038396,60.4989659,7.437373666,39.18374505,29.61863915,lentil
868,12,71,19,24.91079638,60.71367427,7.142611056,42.19740397,23.36781729,lentil
869,22,68,16,27.70496805,63.20915034,7.74672376,37.46160727,14.56878243,lentil
870,26,66,22,18.06486101,65.1034354,6.300479414,51.54922825,16.70909071,lentil
871,16,65,16,18.13027797,62.45851612,6.078724107,50.6128521,19.3473544,lentil
872,14,59,22,23.82723528,67.89815262,6.76660668,46.90725077,12.58014398,lentil
873,33,59,19,23.19305333,62.74710773,7.641024177,49.55213308,25.50314942,lentil
874,21,63,17,25.08966129,68.17543102,6.559681838,41.45486619,24.35983834,lentil
